0.297482,0.278894,0.885757,8.581854,0.607193,0.783448,0.6941,27,0.697325,0.503108,34.626,150.1619,9.39229,2.12496
0.090433,0.251256,0.546387,7.489676,0.419376,0.838289,0.729145,142.000001,2.10843,0.91424,53.8843,68.3745,7.2413,1.80817
0.423026,0.214621,0.95,8.526517,0.749922,0.789322,0.951603,40,0.251585,0.188095,60.8168,1.01005,8.40553,1.31865
0.546628,0.164975,0.852371,13.253298,0.795933,0.861812,0.475819,6,0.348182,0.162231,4.7481,4.82183,11.6844,0.00100001
0.13311,0.288221,0.571977,13.175129,0.652753,0.704975,0.70129,32,0.466421,0.0603093,8.97126,63.2138,11.5077,0.217294
0.461785,0.2225,0.769226,13.461591,0.735085,0.773231,0.692295,41,0.667159,0.156094,15.0959,5.77615,12.9188,2.33708
0.307542,0.298224,0.95,9.20623,0.731205,0.744282,0.72264,51,0.621746,0.535872,36.2255,19.5736,10.609,6.48093
0.104138,0.205,0.602414,13.723434,0.790276,0.808516,0.814317,23,0.289484,0.0123108,11.2947,17.4831,11.9498,0.00100001
0.153482,0.225564,0.92658,13.601593,0.95,0.919848,0.64232,22,0.342577,1.00E-05,10.9371,3.37776,12.2647,0.00100001
0.387714,0.255011,0.95,10.496605,0.95,0.838831,0.299382,15,0.369463,0.0662095,14.1521,1.29756,9.23989,0.001
0.067394,0.130982,0.679705,20.533256,0.669204,0.951422,0.394733,7,5,0.436177,4.2127,17.1816,15.8849,0.001
0.502711,0.1925,0.776686,14.384584,0.638219,0.820278,0.962959,38,0.649802,0.0379716,12.9085,3.48507,15.5381,4.14762
0.567899,0.173367,0.944174,12.317463,0.782977,0.863052,0.705864,9,1.98428,0.380023,13.9959,1.01005,12.3945,1.78761
0.423749,0.1975,0.780067,13.182879,0.920867,0.750667,0.99,31,1.4172,0.256196,15.2716,2.47509,11.8968,0.470676
0.41488,0.286432,0.932254,7.96881,0.935086,0.773267,0.854535,20,0.0967229,0.133678,56.0004,31.1204,7.41767,1.17E-05
0.3025,0.2875,0.86785,9.779008,0.87117,0.776389,0.883108,29,0.344854,0.246542,16.2587,3.96713,8.68372,0.454547
0.494456,0.165829,0.829502,17.774786,0.865137,0.876704,0.970585,3,1.1239,0.194779,6.92242,6.27437,14.3634,1.00E-05
0.455131,0.348372,0.947488,7.091238,0.95,0.928283,0.337817,2,0.187569,0.0080909,137.838,1.12129,6.06414,1.00E-05
0.497485,0.345,0.921373,6.787056,0.95,0.649176,0.840443,29,0.326706,0.148453,72.8877,0.0995928,7.7353,5.00027
0.321746,0.4,0.916909,7.608462,0.837421,0.714935,0.640431,26,0.183744,0.0180749,4.54672,1.32513,7.65731,1.19003
0.303965,0.2825,0.914088,11.272549,0.95,0.684508,0.954564,29,0.66578,0.416919,25.5189,5.02503,9.51426,1.14E-05
0.527756,0.242424,0.815069,11.315217,0.700648,0.87715,0.612244,5,0.172209,0.0157988,10.5699,171.569,10.6358,1.00E-05
0.674003,0.145363,0.577918,15.707161,0.582347,0.861487,0.947379,34,3.16856,0.671047,6.34757,56.6451,14.2563,0.0211606
0.121213,0.126904,0.675343,13.413844,0.649948,0.905168,0.784333,14,2.19184,0.214308,8.41729,39.5024,12.5158,0.658834
0.466142,0.610838,0.01,1.736988,0.120351,0.614953,0.373339,199.999998,0.659339,0.666075,30.1441,7.90202,1.22366,1.00E-05
0.449967,0.597955,0.01,2.890608,0.01,0.589102,0.243674,19,1.00E-05,1.99999,14.152,0.0926856,0.0100368,1.54E-05
0.357494,0.292191,0.70842,10.797415,0.922537,0.741824,0.887077,26,0.166625,0.0414362,25.7,14.6649,9.81591,1.00E-05
0.274245,0.549367,0.591268,3.22258,0.95,0.395427,0.860328,20,0.0242568,0.0373161,905.503,0.0312405,3.04338,1.00E-05
0.284567,0.653266,0.545873,1.923224,0.95,0.257171,0.904772,113,0.0709012,0.118363,1590.5,0.0119023,2.34048,10
0.418806,0.267003,0.927283,7.410383,0.819177,0.640327,0.773966,28,0.2021,1.00E-05,63.5711,0.30247,9.65484,10
